51302296639,gag,78,213
51302299225,bbc,161,101
51302377001,fae,270,184
51302413839,fgc,39,10
51302439551,ace,122,38
51302452704,fbb,71,163
51302455505,fdg,176,97
51302456772,bea,295,239
51302473013,fcf,95,102
51302501728,cfb,228,168
51302573928,bgf,189,273
51302603323,gfa,296,17
51302604038,aab,53,120
51302630242,bdc,139,107
51302641411,cdf,160,112
51302713512,dea,195,127
51302763688,fgg,115,163
51302765522,aff,231,83
51302785023,bdc,200,124
51302809133,fgb,124,39
51302814992,ggg,20,84
51302830888,adb,23,105
51302851661,ede,268,93
51302853966,acb,195,217
51302867196,afb,92,172
51302886163,ffe,96,259
51302891148,bfg,134,93
51302912897,gdb,297,107
51302921306,bbb,168,213
51302925846,def,159,52
51302928104,fda,275,108
51302987036,fgg,149,176
51302993901,ggc,190,185
51303008897,gea,110,80
51303023290,gcc,67,47
51303024194,gee,96,13
51303091938,dgd,46,293
51303098328,adf,105,232
51303121958,dbb,75,209
51303158267,bbc,273,106
51303162999,dab,234,163
51303234728,fca,260,202
51303267667,gfg,108,178
51303283697,aec,220,21
51303299555,aea,153,43
51303358777,cae,298,195
51303378943,fge,157,209
51303380592,cag,150,142
51303407960,ccg,138,17
51303421236,eff,111,107
51303438264,dfe,207,270
51303451738,bea,220,267
51303452821,cdd,291,217
51303460360,fdg,99,91
51303469450,cdb,14,249
51303499667,gdc,289,129
51303529394,gac,94,255
51303556140,fgf,203,266
51303562015,gbd,267,126
51303569454,edb,116,5
51303586569,bfb,15,240
51303592552,ebc,239,120
51303593107,dce,238,35
51303604487,edg,199,64
51303646609,dbb,172,225
51303710517,fcc,208,14
51303717799,add,20,84
51303727398,eaf,190,282
51303731632,cgf,67,236
51303752288,ggf,173,18
51303766118,eed,184,186
51303771563,edd,250,152
51303828290,feg,75,140
51303871088,cbe,106,182
51303871867,fbd,117,271
51303897674,bef,168,61
51303898252,acd,58,269
51303915530,geg,217,285
51303928383,bbg,279,271
51303949731,cef,39,215
51303970299,dcc,32,187
51303970429,cgb,116,261
51303993275,gfb,58,17
51303995321,bgd,184,238
51304020030,ddd,13,80
51304020598,eea,187,217
51304032209,cgd,265,15
51304043844,add,100,82
51304061592,dgg,73,290
51304064558,egd,237,208
51304071878,dea,249,114
51304091228,cda,179,52
51304145860,bge,178,128
51304171701,bba,210,282
51304199947,dfb,193,281
51304233179,aab,52,116
51304235980,dde,221,140
51304300235,eff,16,93
51304324737,ada,236,37
51304370099,eed,268,158
51304381338,aeb,236,179
51304388268,bcc,87,43
51304420496,gbc,157,293
51304431883,edd,35,179
51304464410,cbc,281,104
51304476671,dfd,266,328
51304486086,dgc,123,245
51304509201,aag,178,8
51304555662,bea,51,296
51304566945,fbg,83,293
51304586732,cca,297,109
51304587970,bbe,15,79
51304592847,fee,96,14
51304594541,bbb,233,204
51304598007,efa,205,191
51304601598,afa,168,117
51304610913,gba,199,196
51304629160,ced,154,103
51304651267,gcg,79,259
51304699313,cbf,159,133
51304718475,bbf,75,293
51304722106,eba,276,215
51304762190,gdc,35,114
51304792056,abb,186,20
51304797119,dee,258,248
51304797789,dgb,159,94
51304832830,fec,71,200
51304836859,ecc,132,247
51304842508,ccg,44,17
51304854644,dcd,139,243
51304889435,cac,104,239
51304901934,dff,6,146
51304917233,ded,169,26
51304918765,edf,153,197
51304919263,fca,2,171
51304924876,cdb,61,214
51304926869,gfc,76,299
51304931985,gcf,102,171
51304943936,bbg,3,306
51304963261,gdf,205,97
51305003405,aba,277,60
51305014057,fea,244,117
51305031594,cfa,141,181
51305036316,aag,212,8
51305039586,ebg,4,256
51305055607,fcb,296,291
51305081692,dfa,166,29
51305093861,ead,64,137
51305101643,bfc,210,252
51305121452,fed,204,206
51305149687,egd,43,232
51305161773,fdg,8,77
51305200003,abd,63,125
51305206866,fge,74,186
51305218925,dga,54,273
51305220770,acg,236,18
51305230157,ddd,245,91
51305258629,def,148,60
51305278579,dfa,23,33
51305327243,dcg,147,59
51305346960,ddg,45,135
51305355475,cfd,59,175
51305421511,aea,225,44
51305422665,acc,95,276
51305449913,dac,190,82
51305450781,fcd,81,27
51305456140,ged,293,13
51305467894,afc,114,98
51305468271,ead,205,163
51305478139,cfe,50,84
51305544231,cda,156,53
51305557962,gbf,265,177
51305565287,gdg,250,46
51305566790,deg,130,91
51305568208,bae,93,157
51305576621,dba,162,44
51305584314,cbb,239,172
51305603667,cce,160,207
51305667506,eag,128,228
51305670293,cfc,62,272
51305691892,ecf,266,90
51305693448,aae,77,98
51305700844,bed,118,143
51305703883,dbf,100,28
51305714844,bcf,203,210
51305748526,fde,168,135
51305761997,cgb,293,292
51305762663,fab,2,257
51305768239,aeg,222,252
51305792501,ddb,47,101
51305805323,caa,127,256
51305829184,cae,276,157
51305849357,gce,65,57
51305857786,dbb,28,216
51305889279,ebe,127,264
51305894627,fcd,115,27
51305904966,ebb,42,190
51305934110,bff,154,254
51305965820,cfa,153,153
51305969597,fbb,9,169
51305970662,eac,205,241
51305998381,eae,52,295
51305998960,feb,275,35
51306005208,eee,281,252
51306006967,ccc,239,129
51306007331,efb,95,200
51306018348,geb,114,214
51306048204,dad,289,207
51306064796,bad,253,198
51306066114,dfb,27,314
51306066929,dbg,184,225
51306068241,caa,2,286
51306081840,fgd,180,240
51306111932,eff,70,91
51306120891,gcc,250,51
51306137576,acc,235,251
51306142033,aaa,170,180
51306156834,dea,239,134
51306173429,efb,133,186
51306254329,gfe,267,95
51306273437,fab,225,208
51306277915,geg,178,290
51306288185,aad,148,62
51306292426,eec,129,19
51306333212,fce,152,29
51306374675,efd,12,161
51306387599,efb,28,187
51306395158,cdc,203,112
51306403746,dfb,28,301
51306419665,acf,79,287
51306421719,agc,230,147
51306432083,eaa,23,148
51306447416,gdf,70,109
51306454716,cae,255,183
51306455927,gaa,48,229
51306463645,ebd,34,211
51306486072,ebe,220,271
51306490941,bfe,53,260
51306515933,edg,22,53
51306518372,fga,214,192
51306529635,gcc,271,59
51306544376,ede,55,93
51306560859,gfd,231,177
51306586426,bge,223,144
51306595031,daa,227,278
51306622732,efa,42,189
51306672364,ace,250,39
51306680347,dbe,246,49
51306683049,cgg,119,80
51306693126,eeg,137,125
51306703167,gcd,282,16
51306717388,eag,182,264
51306736687,cab,263,205
51306746926,ade,108,243
51306752349,cae,187,168
51306752993,cbg,163,168
51306780416,bca,131,92
51306787779,fgb,137,37
51306787947,cfd,41,164
51306795900,ggc,39,173
51306818707,def,272,66
51306832683,dcd,69,274
51306833352,fbc,59,187
51306836103,cbe,64,192
51306857004,cfb,12,186
51306879256,gbb,115,315
51306879481,cfg,59,221
51306879496,ffg,36,131
51306895752,cea,161,263
51306904634,cgd,23,16
51306905464,faf,293,139
51306916560,aca,184,249
51306927380,baa,81,12
51306968603,gab,72,72
51306985865,abf,60,251
51307002283,adc,152,85
51307011171,cbg,276,137
51307040720,faf,237,130
51307058266,acd,121,239
51307070291,bee,159,250
51307075921,dgg,165,284
51307110245,dbf,168,25
51307122371,dac,190,96
51307136623,cbe,292,226
51307159857,dge,100,230
51307182482,ecf,87,101
51307183120,bfd,215,18
51307192386,dca,54,111
51307193464,fgc,99,11
51307212937,ege,77,163
51307222091,cgg,89,75
51307222867,egf,294,49
51307236167,bgg,1,103
51307243180,eca,158,240
51307278609,cgf,202,228
51307285098,ceg,18,288
51307309130,bdf,288,299
51307310812,bfb,287,192
51307331867,bga,123,60
51307342028,aad,3,68
51307355364,fbe,297,5
51307363548,gbe,261,6
51307368228,fad,86,247
51307377370,gag,129,174
51307390975,cce,33,227
51307392842,gbc,84,278
51307396222,bcf,152,212
51307398143,bac,221,167
51307400708,ecd,108,91
51307402732,ccb,231,28
51307415219,dcb,214,257
51307430980,egf,51,58
51307431778,aeb,122,205
51307438698,fdd,109,122
51307453306,eaf,257,225
51307454617,efe,287,250
51307473472,bad,195,203
51307478924,cce,187,199
51307499677,ffd,295,160
51307507581,edc,85,84
51307526309,eeb,78,194
51307531722,fgc,88,9
51307555030,acg,152,17
51307556769,bag,255,124
51307558689,daf,220,205
51307604451,dfe,72,267
51307610116,gec,6,23
51307639462,aec,218,17
51307641600,cdg,273,254
51307659994,fba,251,73
51307687736,bgc,224,117
51307708541,bbd,258,27
51307724165,cee,261,16
51307724391,fcg,245,92
51307751676,gbc,205,325
51307754122,cgc,195,261
51307762249,bdd,151,112
51307788916,eef,32,252
51307794412,beg,234,46
51307822218,geb,32,254
51307822464,fcc,22,11
51307826655,bgb,278,58
51307847334,ccf,139,173
51307875836,ebg,51,266
51307886265,gda,85,214
51307929352,ada,172,39
51307932151,ebg,128,244
51307932950,gfc,57,254
51307956076,cea,12,236
51307986046,fae,209,213
51308016592,beb,81,210
51308031861,cff,14,56
51308059027,fbc,192,185
51308065905,ffa,207,257
51308110184,cga,99,225
51308139747,abe,176,83
51308168024,gfa,140,16
51308168337,gca,51,14
51308187900,dec,254,105
51308191099,baf,8,134
51308196807,gcb,162,66
51308206141,eab,9,234
51308208999,fgf,265,297
51308213764,cec,260,93
51308228875,fcc,108,11
51308276635,bfa,218,64
51308277696,aef,114,5
51308284808,ffb,192,22
51308307357,cdf,226,100
51308312148,fgg,198,193
51308314003,dfc,244,33
51308315542,cfb,225,158
51308318855,dcg,209,54
51308319780,ffb,88,24
51308327606,dba,251,44
51308334701,afe,293,35
51308334977,gdb,25,114
51308336647,fea,59,120
51308338978,caf,223,38
51308355833,dda,160,33
51308360229,gag,23,187
51308375687,faf,226,106
51308393709,ggb,185,237
51308394645,bcf,38,171
51308406086,dbc,114,230
51308425365,cee,186,15
51308445955,adf,262,250
51308453333,bca,181,74
51308454490,dcc,21,158
51308463563,agg,217,43
51308466634,agb,165,165
51308470874,efg,66,40
51308472427,ead,169,138
51308473978,aba,149,68
51308487447,ebc,195,128
51308500540,faa,26,223
51308517026,acd,169,231
51308520046,ega,298,220
51308529968,cge,97,11
51308533599,eec,232,20
51308540502,gbb,149,333
51308541108,fag,255,282
51308558782,bcc,57,49
51308566409,gbg,262,237
51308607392,bbf,111,334
51308609732,dag,11,238
51308622899,ceb,275,248
51308627258,eed,101,156
51308658549,cca,110,120
51308679150,abc,184,280
51308691382,bab,47,92
51308699164,ggd,57,53
51308744149,bce,26,86
51308746664,fgf,30,240
51308790073,egb,148,195
51308790570,bdg,60,238
51308798021,ace,154,44
51308808262,aeb,230,243
51308829100,efg,40,36
51308830107,cbg,210,126
51308831566,aea,246,35
51308844488,cbd,254,65
51308845445,gef,244,205
51308862028,ccd,295,225
51308869626,eda,225,259
51308895632,ecg,123,75
51308939465,fgd,66,244
51308949848,bbb,94,224
51308953043,egb,231,183
51308954850,cba,77,99
51308960468,fdb,182,153
51308965881,dgf,42,178
51308971400,dbf,179,28
51308981592,bdg,251,249
51308983151,efc,174,171
51309010158,dbd,169,140
51309014284,gdd,146,18
51309018683,cff,271,58
51309065254,gde,294,167
51309090082,fbf,249,172
51309098645,ecd,252,90
51309104566,agg,159,39
51309109272,fdc,266,235
51309121247,afd,58,100
51309128197,bbc,213,89
51309128906,fec,230,227
51309130543,ddb,182,106
51309130562,cfd,203,154
51309132261,faa,194,263
51309146401,fdc,94,274
51309151334,aac,14,218
51309175305,ddb,1,110
51309175717,cad,124,256
51309184214,gff,234,29
51309192265,bde,172,118
51309197327,egb,207,175
51309214592,dee,4,267
51309218471,cfb,14,161
51309222683,afg,55,298
51309228826,ffb,130,26
51309228976,ebf,117,167
51309239414,bcg,67,155
51309241738,acd,263,231
51309244774,dcd,101,323
51309298393,acf,175,312
51309355607,feg,140,155
51309355877,ged,156,11
51309363319,cgd,114,18
51309368119,aed,18,179
51309379809,ecg,108,66
51309384889,aaf,63,198
51309393715,ecb,233,39
51309402083,fba,296,73
51309407140,ggg,41,75
51309410511,dce,245,28
51309416356,ccc,145,108
51309430383,egg,145,220
51309440296,aga,223,26
51309440432,gga,9,156
51309453837,dcf,269,6
51309464321,ece,238,187
51309467528,ffc,177,87
51309473224,bfd,39,14
51309479307,ebg,107,251
51309482771,afb,133,149
51309491495,agf,1,220
51309499728,gea,212,88
51309507346,fef,140,184
51309510218,eee,50,211
51309546356,cde,289,133
51309553499,dcb,132,213
51309560011,cbe,20,244
51309580806,egc,244,215
51309581487,cag,184,126
51309587034,dde,28,117
51309622406,bec,84,270
51309631371,dac,153,76
51309637771,deb,210,82
51309642407,fcg,137,96
51309686328,dgg,169,241
51309687008,gdf,99,91
51309690686,fdf,170,223
51309699562,gbc,161,289
51309705009,gge,109,15
51309707904,gae,133,46
51309708099,cad,134,212
51309716227,ddc,167,59
51309720684,agd,6,188
51309732324,bfg,276,93
51309736485,dfb,1,319
51309738882,bdc,70,146
51309762492,bcd,218,31
51309766526,dgd,262,272
51309770964,gab,175,66
51309783492,gaf,282,166
51309784456,eec,39,18
51309800581,fac,147,133
51309801950,dbb,80,222
51309819545,bdb,80,33
51309849567,baa,76,12
51309868644,ebc,81,102
51309872325,aaa,154,162
51309875885,edf,145,210
51309896250,efc,160,193
51309920502,ggd,261,44
51309924888,fbd,67,273
51309931125,eba,58,199
51309934561,acc,12,240
51309961347,dae,277,95
51309994863,aee,46,86
51310004297,bcb,264,228
51310010381,fgf,160,240
51310037590,dab,179,169
51310047312,gac,203,234
51310052417,bee,209,222
51310053748,bgd,65,204
51310071388,dad,185,175
51310083361,fda,6,123
51310109001,dda,116,36
51310114893,dbd,206,134
51310129307,bbf,17,354
51310130026,eaf,210,216
51310165506,gad,174,227
51310186080,gcf,121,145
51310209050,bea,150,301
51310213393,aac,15,255
51310224242,eca,37,232
51310267327,agf,221,200
51310294060,dbb,50,193
51310302850,age,214,268
51310320690,fge,272,169
51310320747,fdc,171,246
51310358762,ecc,237,261
51310360695,aad,244,70
51310365114,adc,242,72
51310380248,gcd,58,19
51310394918,eea,142,236
51310439156,fgf,43,283
51310446658,ced,210,112
51310453536,cad,98,250
51310462486,fbe,41,5
51310466102,bfa,246,64
51310491995,dgb,15,89
51310492683,ddc,194,67
51310514752,cbb,186,204
51310552452,fdc,156,226
51310558038,gfd,73,196
51310562428,eab,17,212
51310581969,beg,279,54
51310582020,fdd,76,141
51310606543,fff,119,83
51310623236,cfg,93,181
51310631016,gdg,73,53
51310631757,beg,90,55
51310657490,dfd,223,305
51310662055,adb,112,89
51310682058,gef,165,170
51310704233,aef,61,5
51310714175,fcf,154,87
51310726989,bbg,54,275
51310758970,aaf,229,215
51310760977,gcc,9,56
51310796279,egg,258,211
51310833455,agc,38,152
51310837683,cbe,17,246
51310838696,gae,289,47
51310854848,dfg,72,32
51310870985,ead,141,125
51310881709,acg,9,19
51310920398,baf,142,131
51310967835,fec,33,186
51310983330,bae,283,180
51310985154,ddg,299,126
51310991686,abg,224,29
51310994067,ecd,180,102
51310996356,adg,299,246
51311007990,egb,19,166
51311033512,eeg,90,141
51311047448,fea,266,116
51311056376,dba,116,50
51311074025,gfg,127,151
51311084306,bda,238,298
51311100564,fdd,48,145
51311143389,bec,42,272
51311145591,ead,22,102
51311158892,aca,150,261
51311169382,fca,4,141
51311210533,cab,137,213
51311213325,afg,283,295
51311244122,gca,173,13
51311255381,ddd,98,80
51311271622,fgb,26,43
51311329210,dbb,291,185
51311345998,cfa,245,172
51311354219,cec,84,95
51311356742,fab,209,199
51311368785,ffc,45,100
51311369699,cfc,65,318
51311384136,eea,241,198
51311414357,acb,57,247
51311440671,gca,98,15
51311463693,ddf,295,202
51311481611,acd,113,203
51311482930,cac,115,193
51311487317,beg,10,59
51311512461,ccg,13,14
51311554229,aaf,158,204
51311555997,acc,81,235
51311559458,ggf,111,21
51311560195,eae,134,277
51311601867,cbf,88,119
51311617752,dfg,26,32
51311627807,gcg,105,266
51311655559,cbb,178,165
51311676076,afc,267,106
51311712718,bdf,103,287
51311723913,edd,266,213
51311735449,fgb,68,38
51311738555,eea,112,215
51311742777,dab,268,190
51311742784,cdd,189,256
51311769214,acc,15,279
51311797686,dbg,132,225
51311810327,adc,119,77
51311813374,cdb,7,173
51311821106,bbe,164,88
51311831850,bef,116,57
51311839494,eaa,27,146
51311847780,bdg,161,211
51311867773,cgc,4,287
51311882789,agg,144,37
51311920078,acg,8,16
51311926093,bgb,211,49
51311930162,fcd,69,25
51311931625,gca,203,15
51311934303,bgf,164,278
51311976455,aab,214,125
51312002257,edg,196,46
51312026805,bff,259,218
51312046137,gcc,71,47
51312048593,egb,199,164
51312101149,bab,294,92
51312115847,gdg,209,46
51312141223,daa,14,264
51312148768,bgg,8,82
51312161440,edb,171,5
51312199597,cae,188,147
51312203230,cdc,45,123
51312211438,ade,110,201
51312215864,dce,193,33
51312217209,eaf,253,203
51312225963,abc,189,254
51312235920,cdb,246,190
51312297608,fga,288,224
51312299994,fcg,232,83
51312302021,ecc,228,307
51312306405,fgd,107,256
51312338613,fba,66,76
51312342730,caa,114,240
51312346601,ceb,85,233
51312373028,bab,268,80
51312373257,dgb,72,74
51312375722,bgf,124,316
51312389806,eff,72,91
51312398603,afd,4,94
51312409155,gee,178,11
51312417181,cec,230,77
51312426040,cdd,156,302
51312435761,deg,105,97
51312447012,caf,293,30
51312450694,eaa,267,173
51312452014,gdb,241,124
51312468184,geb,199,218
51312470702,acd,179,213
51312490600,bfe,22,239
51312495507,cfg,23,166
51312500549,fae,166,191
51312503949,aac,107,242
51312508237,efb,54,175
51312516553,cff,204,58
51312522216,fed,284,175
51312532600,dfb,111,379
51312545976,feb,180,29
51312549009,fcg,128,91
51312561232,efa,146,194
51312592864,cbf,209,95
51312638911,edf,5,193
51312643508,bed,133,128
51312650478,ebd,237,179
51312651144,bdd,125,125
51312681015,fge,160,172
51312682096,eag,277,287
51312684391,dcg,115,61
51312688868,aff,114,92
51312689398,gdc,172,104
51312694463,ffe,169,214
51312696379,abb,214,17
51312705919,ecg,179,57
51312715665,cgd,216,19
51312740977,dbe,238,52
51312742195,acb,22,214
51312748835,dgf,252,202
51312751450,ecg,206,45
51312758264,gcg,204,226
51312765639,cgg,106,68
51312777929,bcf,200,167
51312806648,gab,239,54
51312839140,fcb,173,340
51312839622,dgc,226,271
51312848734,gac,1,217
51312908804,gff,145,32
51312919083,gba,102,174
51312949870,gbg,258,258
51313005063,bfb,55,186
51313016223,ede,33,104
51313020695,cbe,222,250
51313023569,cgb,182,242
51313053093,efe,66,232
51313063313,aeg,123,246
51313078118,fbb,279,140
51313142486,dba,266,41
51313172059,gac,18,201
51313193717,bbd,115,27
51313195168,bbf,293,396
51313213193,bda,116,265
51313221601,cfa,50,142
51313246062,dbg,55,213
51313263062,fad,264,264
51313269158,aab,86,136
51313275753,abf,27,291
51313318048,dba,90,47
51313363669,bec,167,293
51313367773,abd,151,106
51313372668,bca,272,83
51313375785,bfd,160,14
51313390190,dfa,262,28
51313414979,gbd,116,120
51313430336,ebb,62,152
51313442369,bdc,258,166
51313443918,gde,217,151
51313447434,daa,79,242
51313449682,cge,233,11
51313458412,gdb,227,115
51313458632,dbb,52,212
51313470933,bce,93,98
51313491788,efd,53,164
51313515622,afa,22,131
51313528766,edc,247,82
51313531725,geg,174,301
51313563044,bba,39,273
51313567411,bgd,287,228
51313577584,fee,285,14
51313592469,dga,192,281
51313602091,bcf,132,177
51313604657,cda,251,46
51313631054,cgf,174,189
51313641497,gfc,213,251
51313654071,gfa,165,19
51313665983,eaf,223,168
51313669599,baf,29,110
51313681788,caf,240,26
51313693506,cef,77,255
51313694833,eec,89,16
51313718397,add,212,83
51313741606,gfb,135,15
51313748905,gbd,224,104
51313773298,gcf,280,162
51313799833,ffb,93,24
51313823466,gec,46,23
51313828118,gff,253,29
51313830632,ffg,238,106
51313847787,gaa,166,206
51313874918,gee,8,9
51313878789,fcc,242,9
51313885278,fgc,189,9
51313890482,adf,200,272
51313904433,ecd,179,97
51313920004,cbc,103,98
51313937752,bee,12,186
51313960837,eff,210,93
51313964781,beg,197,53
51313967705,eec,85,17
51313975686,gbg,98,211
51313979146,fec,188,187
51314006720,dca,185,122
51314012020,gdf,2,87
51314028842,bcd,206,31
51314044430,fbg,267,237
51314056735,fbf,277,149
51314100228,egd,63,218
51314101826,gce,151,57
51314127123,gfb,109,17
51314131186,ffd,35,140
51314135938,eeg,293,128
51314149409,ccd,250,182
51314152993,aed,206,179
51314155331,bde,217,99
51314244586,gfe,233,92
51314258998,fga,178,206
51314260351,aag,106,7
51314269108,ecf,38,83
51314269815,dfc,204,32
51314280355,fac,62,144
51314284093,bad,42,207
51314321540,bbf,183,364
51314325972,eac,191,212
51314329828,dff,275,128
51314345676,faf,44,100
51314361965,cce,160,230
51314386691,gae,208,47
51314388760,bgd,63,182
51314394750,dea,32,134
51314403628,ded,39,21
51314427940,bea,212,304
51314428002,dge,227,262
51314445102,cdf,263,115
51314451352,dfd,215,317
51314461211,acf,240,265
51314474637,gbe,133,5
51314478949,bfa,75,76
51314503551,geb,11,200
51314520039,eef,259,289
51314523601,ebc,226,119
51314547784,egc,20,249
51314551331,ffa,237,285
51314561522,efg,23,39
51314572063,bcf,39,141
51314631387,ceb,116,270
51314645607,cea,129,252
51314676558,dec,71,96
51314679553,gbf,282,177
51314701614,abf,85,250
51314706063,afb,247,141
51314818182,dbf,10,24
51314821053,gda,287,231
51314828018,ead,98,116
51314835816,fag,238,301
51314897681,gbd,250,106
51314898285,bfc,269,289
51314907198,ggc,133,193
51314938226,gdg,66,41
51314949953,eag,138,327
51314964236,daa,88,205
51314968154,fdb,167,154
51314973761,dda,137,31
51314981897,aaa,160,160
51314997166,cfe,201,91
51314999681,fgg,89,202
51315000549,dag,251,257
51315017091,fce,146,31
51315018301,bgb,93,53
51315033130,cbg,212,115
51315034678,fdg,248,86
51315046938,fdd,113,153
51315078320,bge,130,133
51315082409,bgf,84,376
51315082879,gae,90,47
51315131095,gea,164,72
51315135330,eed,246,170
51315155475,aae,36,93
51315214736,dad,25,154
51315214759,efb,281,183
51315215571,fde,256,145
51315233660,cbf,3,105
51315236488,gca,140,15
51315239672,ccf,109,204
51315331146,dfe,188,296
51315346427,ebg,2,271
51315377457,dee,70,269
51315380800,gba,155,153
51315384645,dbf,143,23
51315431848,ccb,277,33
51315469451,fda,152,140
51315469502,cag,130,104
51315473202,bef,45,54
51315491207,bcc,156,47
51315496872,bgg,227,68
51315503211,fcc,134,8
51315504522,aec,127,17
51315505276,adg,169,277
51315511212,efg,126,44
51315519406,cab,191,225
51315559499,fbe,215,5
51315569788,fea,98,132
51315586281,eac,15,214
51315607107,fgc,258,10
51315622466,ebe,293,319
51315639931,aga,292,26
51315679305,bdb,230,37
51315685454,eeg,217,133
51315686568,ega,23,220
51315782394,acf,113,230
51315808416,fca,125,153
51315813166,ddg,142,100
51315833984,ccd,145,151
51315851145,dcd,285,371
51315860214,cbg,22,116
51315875603,cff,206,67
51315882386,fae,242,175
51315912473,aca,196,266
51315924553,ffd,69,163
51315949706,cdf,149,112
51315953687,fgc,135,11
51315966988,bac,142,135
51315988109,egg,214,234
51316002426,bbb,215,262
51316005422,aeg,112,285
51316005700,bfa,155,67
51316023904,ggb,149,255
51316025200,fbf,31,123
51316034687,afe,101,31
51316060369,bae,104,156
51316061006,egb,20,141
51316070913,abg,215,26
51316079074,dbc,247,255
51316090971,cfc,95,378
51316102505,bde,78,114
51316108602,bbe,132,70
51316130322,feg,242,162
51316153109,beg,277,45
51316164039,fge,106,194
51316174601,gdf,286,84
51316180912,gdd,152,14
51316210736,gfa,214,19
51316251349,efc,245,206
51316260743,ggg,51,75
51316262072,def,282,67
51316276404,gcb,210,71
51316280563,cac,204,177
51316287180,daf,37,235
51316294224,bfb,211,169
51316361809,eda,253,222
51316374085,gag,120,194
51316376516,dcc,6,142
51316381023,def,31,65
51316384422,fbc,21,159
51316386800,edb,141,5
51316411936,gge,112,14
51316430629,bae,163,127
51316457367,ddc,128,63
51316488788,cae,66,160
51316491843,gbg,153,242
51316526664,dfg,154,26
51316544017,bac,22,144
51316548195,ege,60,187
51316550334,cde,31,133
51316559243,add,219,98
51316560568,agf,36,186
51316577774,dad,259,137
51316681581,ebf,203,160
51316693257,aae,46,99
51316703308,cdg,50,213
51316716199,eba,127,161
51316720331,bag,283,99
51316727323,gcc,50,37
51316741922,dfc,53,29
51316750504,baf,88,114
51316785518,bga,110,49
51316811818,ada,115,37
51316817683,egg,225,238
51316824783,fgf,159,254
51316831609,eaf,59,141
51316861023,aba,155,72
51316863856,fef,232,198
51316872344,gad,81,263
51316877157,fdg,269,72
51316888362,aae,184,84
51316894230,dcf,116,5
51316895380,gaa,34,201
51316908019,cba,109,98
51316922562,egc,38,241
51316927078,efb,156,146
51316933858,dae,201,107
51316951090,bbf,40,294
51316962753,eda,77,188
51316983234,ede,58,122
51316985949,dba,31,55
51316988154,dbe,109,51
51317018836,ade,199,225
51317042071,gfd,76,194
51317062991,gbd,144,115
51317077266,eeb,211,195
51317079541,dcc,235,116
51317092268,fbd,76,300
51317097842,fde,92,153
51317101511,gfd,211,203
51317119294,deg,265,78
51317121077,ddd,286,65
51317125772,bgc,160,107
51317127513,ccc,37,127
51317134857,ccc,250,139
51317149139,cfa,102,122
51317153846,cdc,172,136
51317164781,fcf,240,77
51317171974,age,228,233
51317216918,abe,57,82
51317217279,eef,219,260
51317228349,afb,286,163
51317235817,egc,202,277
51317251144,aeb,286,277
51317252186,fcd,244,26
51317263348,ece,12,185
51317264204,ceg,59,336
51317266699,aad,271,60
